item,category,cost,fling_power,fling_effect,flavor_text,name
i_4e3a178b,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Aql7602
i_adf3e47b,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Aql7235
i_125048b6,,50.0,,,,Steel Mail
i_917aa388,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cyg7949
i_011dc03e,,20.0,,,Seeds to plant in a field. The kind of carrot youll get isdetermined by which field you plant the seeds in.,Carrot Seeds
i_9f3fc130,22.0,20.0,,,Seeds to plant in a field. The kind of carrot youll get isdetermined by which field you plant the seeds in.,Carrot Seeds
i_2b7be1b9,,80.0,10.0,,If held by a Pokémon this Berry will lessen thedamage taken from one supereffectiveElectric-type attack.,Wacan Berry
i_db494a38,7.0,80.0,10.0,,If held by a Pokémon this Berry will lessen thedamage taken from one supereffectiveElectric-type attack.,Wacan Berry
i_73e3867e,18.0,300.0,10.0,,A flower nectar obtained at Melemele Meadow.It changes the form of certain species of Pokémon.,Yellow Nectar
i_d4b3fc13,18.0,300.0,10.0,,A flower nectar obtained at Melemele Meadow.It changes the form of certain species of Pokémon.,Yellow Nectar
i_2fa8248c,25.0,50.0,,,,Steel Mail
i_6f9cca0d,44.0,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Gallade hold it and this stone will enable itto Mega Evolve during battle.,Galladite
i_f379adc8,44.0,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Gallade hold it and this stone will enable itto Mega Evolve during battle.,Galladite
i_0cea5396,37.0,20000.0,,,This protects Pokémon on the ground from prioritymoves and powers up Psychic-type moves forfive turns.,TM91
i_86ea6a12,46.0,0.0,,,This is a crystallized form of Z-Power. It upgradesthe tapu’s Nature’s Madness to a Z-Move.,Tapunium Z
i_2b3c3e3f,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Marshadow’s Spectral Thief toa Z-Move.,Marshadium Z
i_766f1520,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Incineroar’s Darkest Lariat to a Z-Move.,Incinium Z
i_ec6d7073,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Primarina’s Sparkling Aria to a Z-Move.,Primarium Z
i_bc57fa06,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Eevee’s Last Resort to a Z-Move.,Eevium Z
i_15e575df,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Mew’s Psychic to a Z-Move.,Mewnium Z
i_9b820a38,46.0,0.0,,,This is a crystallized form of Z-Power. It upgradesAlolan Raichu’s Thunderbolt to a Z-Move.,Aloraichium Z
i_a74690cb,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Snorlax’s Giga Impact to a Z-Move.,Snorlium Z
i_995ce6b7,37.0,10000.0,90.0,,The user attacks everything around it by swampingits surroundings with a giant wave.,TR04
i_38db13e7,37.0,10000.0,90.0,,The target is struck with an icy-cold beam of energy.This may also leave the target frozen.,TR05
i_8f5d7824,37.0,10000.0,90.0,,The target is scorched with an intense blast of fire.This may also leave the target with a burn.,TR02
i_bd42ac59,37.0,16000.0,110.0,,The target is blasted by a huge volume of waterlaunched under great pressure.,TR03
i_ef90aee3,37.0,10000.0,90.0,,A strong electric blast crashes down on the target.This may also leave the target with paralysis.,TR08
i_9b1ed9ab,37.0,16000.0,110.0,,A wicked thunderbolt is dropped on the target toinflict damage. This may also leave the targetwith paralysis.,TR09
i_5098ce5a,37.0,16000.0,110.0,,A howling blizzard is summoned to strike opposingPokémon. This may also leave the opposingPokémon frozen.,TR06
i_55f8975e,37.0,6000.0,10.0,,"A powerful low kick that makes the target fall over.The heavier the target, the greater the move’s power.",TR07
i_8e74b8da,21.0,0.0,,,,Pokéblock Case
i_a7693af3,22.0,0.0,,,An extremely important letter to Steven fromthe president of Devon Corporation.,Letter
i_77dbe3ea,22.0,0.0,,,,Devon Goods
i_3efecf4c,21.0,0.0,,,A sack used to gather and hold volcanic ash.,Soot Sack
i_5237e494,21.0,0.0,,,Nifty goggles to protect eyes fromdesert sandstorms.,Go-Goggles
i_7d3080e1,22.0,0.0,,,A Meteorite originally found at Meteor Falls.You got it at Mt. Chimney.,Meteorite
i_223ed958,20.0,0.0,,,"The ticket required for sailing on a ferry to theSouthern Island. Does Norman, the Petalburg GymLeader, know a secret?!",Eon Ticket
i_ea635012,22.0,0.0,,,A device found inside Sea Mauville.,Scanner
i_2d723fc8,22.0,0.0,,,,Rm. 1 Key
i_a4d7934b,22.0,0.0,,,,Rm. 2 Key
i_92724651,22.0,0.0,,,A ticket that was handmade by Looker. Itsdecorated with a liberal amount of glittery paint.,Looker Ticket
i_42558e11,37.0,6000.0,85.0,,The user slams into the target using a full-forceblast of water. This may also lower the target’sDefense stat.,TR98
i_219b38dd,37.0,6000.0,80.0,,"The user attacks by slamming its body into the target.The higher the user’s Defense, the more damage it caninflict on the target.",TR99
i_b8453af8,37.0,10000.0,90.0,,"The user attacks the enemy with a pollen puff thatexplodes. If the target is an ally, it gives the ally apollen puff that restores its HP instead.",TR96
i_5b19c6f9,37.0,10000.0,85.0,,The user bites the target with its psychiccapabilities. This can also destroy Light Screenand Reflect.,TR97
i_9667c6d2,37.0,10000.0,95.0,,The user fiercely attacks the target using itsentire body.,TR94
i_baf5f82e,37.0,6000.0,80.0,,"The user attacks the target’s throat, and theresultant suffering prevents the target from usingmoves that emit sound for two turns.",TR95
i_f787e6b9,37.0,6000.0,80.0,,The user damages opposing Pokémon by emitting apowerful flash.,TR92
i_014930a0,37.0,10000.0,85.0,,The user swings both arms and hits the target.The target’s stat changes don’t affect thisattack’s damage.,TR93
i_341bf5b8,43.0,0.0,,,It sharply raises the Sp. Def stat of a Pokémon inbattle. It wears off if the Pokémon is withdrawn.,X Sp. Def 2
i_94da1a27,37.0,10000.0,,,The target is slugged by a punch thrown withmuscle-packed power.,TM00
i_af8dac63,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Attack will growmore easily, but its Defense will grow more slowly.",Lonely Mint
i_e425a7f4,17.0,1000.0,90.0,,An item to be held by a Pokémon. It’s a stone tabletthat boosts the power of Dragon-type moves.,Draco Plate
i_732cfa77,17.0,1000.0,90.0,,An item to be held by a Pokémon. It’s a stone tabletthat boosts the power of Dark-type moves.,Dread Plate
i_ab5b00d8,17.0,1000.0,90.0,,An item to be held by a Pokémon. It’s a stone tabletthat boosts the power of Psychic-type moves.,Mind Plate
i_72d5d1bb,17.0,1000.0,90.0,,An item to be held by a Pokémon. It’s a stone tabletthat boosts the power of Bug-type moves.,Insect Plate
i_52c8f6f1,17.0,1000.0,90.0,,An item to be held by a Pokémon. It’s a stone tabletthat boosts the power of Rock-type moves.,Stone Plate
i_918a1f6e,17.0,1000.0,90.0,,An item to be held by a Pokémon. It’s a stone tabletthat boosts the power of Ghost-type moves.,Spooky Plate
i_094718ef,17.0,1000.0,90.0,,An item to be held by a Pokémon. It’s a stone tabletthat boosts the power of Fighting-type moves.,Fist Plate
i_711fc365,17.0,1000.0,90.0,,An item to be held by a Pokémon. It’s a stone tabletthat boosts the power of Poison-type moves.,Toxic Plate
i_eb48b39b,17.0,1000.0,90.0,,An item to be held by a Pokémon. It’s a stone tabletthat boosts the power of Ground-type moves.,Earth Plate
i_958e7c61,17.0,1000.0,90.0,,An item to be held by a Pokémon. It’s a stone tabletthat boosts the power of Flying-type moves.,Sky Plate
i_96860c09,23.0,0.0,,,"A machine to fuse Necrozma, which needs light,and Lunala.",N-Lunarizer
i_d4620ea8,23.0,0.0,,,"A machine to separate Necrozma, which neededlight, from Solgaleo.",N-Solarizer
i_c4c45eab,23.0,0.0,,,"A machine to separate Necrozma, which neededlight, from Lunala.",N-Lunarizer
i_12cfbcca,23.0,0.0,,,The Normalium Z you were entrusted with by Ilima.You were asked to place it on the pedestal atthe back of Verdant Cavern.,Ilima Normalium Z
i_ef307b73,23.0,0.0,,,A Poké Ball with a Pokémon that lost its Trainerinside. It seems to be from Ula’ula Island.,Left Poké Ball
i_3a3b20e8,23.0,0.0,,,One of the Rotom Powers.It helps Eggs hatch faster.,Roto Hatch
i_f9e7639d,22.0,0.0,,,A bottle used for watering plants in the Berry Pots.,Squirt Bottle
i_49799917,39.0,0.0,,,A Poké Ball that is good for catching Pokémon thatyou reel in with a rod while out fishing.,Lure Ball
i_75a90531,21.0,0.0,,,A handy box where you can store up to 99 of eachkind of Apricorn.,Apricorn Box
i_60b3ff48,21.0,0.0,,,Handy containers for cultivating Berries whereveryou go.,Berry Pots
i_6e6bb27e,20.0,0.0,,,"A flower sometimes bundled in bouquets to conveygratitude on special occasions, such as birthdays.",Gracidea
i_5cfa622c,20.0,0.0,,,A high-tech key that has to be used at a specificlocation. It emits a special electronic signal to opena door.,Secret Key
i_ee8357ef,18.0,0.0,60.0,,A glowing orb to be held by Giratina. It boosts thepower of Dragon- and Ghost-type moves when itis held.,Griseous Orb
i_bbf7efe6,21.0,0.0,,,An amazing device that can record a battlebetween friends or the battles at certain specialbattle facilities.,Vs. Recorder
i_61581e23,22.0,0.0,,,The key to Team Galactic’s sinister warehouselocated at the edge of Veilstone City.,Storage Key
i_0e3dc1e5,22.0,0.0,,,A fantastic medicine dispensed by the pharmacy inCianwood City. It fully heals a Pokémon ofany ailment.,Secret Potion
i_2d59cb74,14.0,3000.0,70.0,,An item to be held by a Pokémon. It reduces Speedbut allows the holder’s Attack stat to grow moreafter battling.,Power Bracer
i_f42a6aee,14.0,3000.0,70.0,,An item to be held by a Pokémon. It reduces Speedbut allows the holder’s Defense stat to grow moreafter battling.,Power Belt
i_6f36e2ab,13.0,4000.0,10.0,,An item to be held by a Pokémon. This curiousscarf boosts Speed but only allows the use ofone move.,Choice Scarf
i_05a2225a,15.0,4000.0,80.0,,An item to be held by a Pokémon. It damages theholder every turn and may latch on to Pokémonthat touch the holder.,Sticky Barb
i_064773d2,24.0,8000.0,30.0,,A rather large pearl that has a very nice silvery sheen.It can be sold at a high price to shops.,Big Pearl
i_0feaf28b,24.0,2000.0,30.0,,A rather small pearl that has a very nice silverysheen to it. It can be sold at a low price to shops.,Pearl
i_90570c40,12.0,4000.0,10.0,,An item to be held by a Pokémon. It extends theduration of the move Sandstorm when used bythe holder.,Smooth Rock
i_86a220f0,12.0,4000.0,60.0,,An item to be held by a Pokémon. It extends theduration of the move Sunny Day when used bythe holder.,Heat Rock
i_a1020207,10.0,3000.0,30.0,,A peculiar stone that can make certain species ofPokémon evolve. It has an unmistakable leaf pattern.,Leaf Stone
i_b0779961,10.0,3000.0,30.0,,A peculiar stone that can make certain species ofPokémon evolve. It is the blue of a pool of clear water.,Water Stone
i_d8f129a0,24.0,5000.0,30.0,,A very large and rare mushroom. It’s popular witha certain class of collectors.,Big Mushroom
i_4240eaaa,24.0,500.0,30.0,,A very small and rare mushroom. It’s popular witha certain class of collectors.,Tiny Mushroom
i_d9e2a6ab,10.0,3000.0,30.0,,A peculiar stone that can make certain species ofPokémon evolve. It is as black as the night sky.,Moon Stone
i_a2901926,10.0,3000.0,30.0,,A peculiar stone that can make certain species ofPokémon evolve. It burns as red as the evening sun.,Sun Stone
i_908f7944,10.0,3000.0,30.0,,A peculiar stone that can make certain species ofPokémon evolve. It has a distinct thunderbolt pattern.,Thunder Stone
i_abb1bfc6,10.0,3000.0,30.0,,A peculiar stone that can make certain species ofPokémon evolve. The stone has a fiery orange heart.,Fire Stone
i_d28a0823,45.0,1000.0,50.0,,A memory disc that contains Ice-type data.It changes the type of the holder if held bya certain species of Pokémon.,Ice Memory
i_665d891b,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Eri1666
i_c39ae395,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Eri897
i_357662fa,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Eri1084
i_951175b7,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Eri472
i_d31a3b69,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Eri1298
i_22117cc8,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Eri1325
i_b91991fb,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Eri1231
i_4a296af5,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Eri874
i_b984d843,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Eri984
i_a10d1b15,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Eri1464
i_896a799b,12.0,5000.0,30.0,7.0,"An item to be held by a Pokémon. When the holdersuccessfully inflicts damage, the target mayalso flinch.",King’s Rock
i_c54e221f,10.0,2200.0,30.0,,A peculiar apple that can make a certain species ofPokémon evolve. It’s exceptionally tart.,Tart Apple
i_d7134cc0,12.0,4000.0,30.0,,Raises Sp. Atk when a Pokémon uses a sound-basedmove.,Throat Spray
i_421b8e04,42.0,4000.0,,,"A gem with an ordinary essence. When held, itstrengthens the power of a Normal-type moveone time.",Normal Gem
i_ee5cf2f8,10.0,500.0,10.0,,"A clover-shaped sweet. When a Milceryholds this, it spins around happily.",Clover Sweet
i_78e8600a,10.0,500.0,10.0,,"A flower-shaped sweet. When a Milceryholds this, it spins around happily.",Flower Sweet
i_c36471e6,10.0,500.0,10.0,,"A star-shaped sweet. When a Milceryholds this, it spins around happily.",Star Sweet
i_6aae8be6,10.0,500.0,10.0,,"A ribbon-shaped sweet. When a Milceryholds this, it spins around happily.",Ribbon Sweet
i_d0efcd85,12.0,4000.0,10.0,,An item to be held by a Pokémon. It casts a trickyglare that lowers the opposingPokémon’s accuracy.,Bright Powder
i_3b7e03f1,12.0,4000.0,10.0,4.0,An item to be held by a Pokémon. It will restore anylowered stat in battle. It can be used only once.,White Herb
i_c5f691fb,14.0,3000.0,60.0,,"An item to be held by a Pokémon. This stiff, heavybrace helps Pokémon grow strong but cuts Speedin battle.",Macho Brace
i_042fd307,16.0,0.0,,,Turning on this special device will allow all the Pokémonon your team to receive Exp. Points from battles.,Exp. Share
i_260a2521,12.0,4000.0,80.0,,"An item to be held by a Pokémon. This light, sharpclaw lets the bearer move first occasionally.",Quick Claw
i_047b3574,16.0,4000.0,10.0,,"An item to be held by a Pokémon. The comfortingchime of this bell calms the holder, makingit friendly.",Soothe Bell
i_ab94d4d5,12.0,4000.0,10.0,4.0,An item to be held by a Pokémon. The holdershakes off move-binding effects to move freely.It can be used only once.,Mental Herb
i_966e3902,13.0,4000.0,10.0,,An item to be held by a Pokémon. This curiousheadband boosts Attack but only allows the use ofone move.,Choice Band
i_bbfff58d,27.0,,30.0,,A 100 percent pure juice made of Berries.It can be used to restore 20 HP to a single Pokémon.,Berry Juice
i_7bc2f03d,37.0,,,,The target is punched with an electrified fist.This may also leave the target with paralysis.,TM05
i_3063eafb,43.0,,,,It raises the Attack stat of a Pokémon in battleimmensely. It wears off if the Pokémonis withdrawn.,X Attack 6
i_c0c034d2,25.0,50.0,,,,Flame Mail
i_f8d97f74,37.0,4000.0,10.0,,The user quietly focuses its mind and calms itsspirit to raise its Sp. Atk and Sp. Def stats.,TR49
i_26e80468,37.0,5000.0,,,The user tells the target a secret and the targetloses its ability to concentrate. This lowersthe targets Sp. Atk stat.,TM100
i_0a99bc3e,37.0,,,,The user tells the target a secret and the targetloses its ability to concentrate. This lowersthe targets Sp. Atk stat.,TM100
